,Name,Review,Label,UpVotes,Rating,Date,Keywords
292,Rob Colclough,"Every update makes it worse. Changing around buttons is annoying, having the app stop working altogether makes it useless.",['Functional Complaint'],,1.0,"February 9, 2020","['update makes', 'worse', 'changing', 'buttons', 'annoying', 'app stop working altogether makes', 'useless']"
293,David Smith,"No Ads and no frills which is great. My rating was two stars but increased to 5 as the playlists issues are all sorted out, easy to create and no missed tracks. Auto play when connected to the car also greatly improved. Great job VLC and would recommend to anyone looking for a player with no ads.",['Functional Complaint'],,2.0,"February 14, 2020","['ads', 'frills', 'great', 'rating', 'stars', 'increased', 'playlists issues', 'sorted', 'easy', 'create', 'missed tracks', 'auto play', 'connected', 'car', 'greatly improved', 'great job vlc', 'recommend', 'player', 'ads']"
294,Ray Mongole,"Undoubtedly it is the best video player. But there is one thing, that I think should be solved. When I load a subtitle for a video and if I resize the video, subtitle also resize with it. Which seems annoying to me. I want to give 5 star 🌟",['Functional Complaint'],65.0,1.0,"December 26, 2019","['undoubtedly', 'video player', 'thing', 'solved', 'load', 'subtitle', 'video', 'resize', 'video', 'subtitle', 'resize', 'annoying', 'give 5 star 🌟']"
295,Antor Khalid,Dude ... substitle doesn't work in cast mode ... dang ... i used to loved this app ... please repair,['Functional Complaint'],103.0,5.0,"December 23, 2019","['dude', 'substitle doesn', 'work', 'cast mode', 'dang', 'loved', 'app', 'repair']"
296,Aldo Albar,Missing frame by frame button and zoom. Will rate 5 if added.,"['Functional Complaint', 'Update Issue']",,3.0,"February 5, 2020","['missing frame', 'frame button', 'zoom', 'rate 5', 'added']"
297,David M,A free perfect app. Need larger icon for Android Head unit (car).,"['Functional Complaint', 'Update Issue']",,2.0,"February 2, 2020","['free perfect app', 'larger icon', 'android head unit', 'car']"
298,Samnang Seng,"Ever since the new update it's terrible. The new design looks bad. Sometimes tapping once, when a video is play, stops it other times it shows the controls. Whenever I add new videos it can't find them or mislabeles them until I restart the app.","['Functional Complaint', 'Update Issue']",,3.0,"February 10, 2020","['update', 'terrible', 'design', 'bad', 'tapping', 'video', 'play', 'stops', 'times', 'shows', 'controls', 'add', 'videos', 'find', 'mislabeles', 'restart', 'app']"
299,Josh Sherwood,"Faff to get music into library from my PC, had to do some stupid steps, manually copying over and sharing each file with the app. Why it can't be like good old days I'll never know. Just let me open my F-ing phone internal storage, put on a sodding folder of mp3's - and then bloodly look there!!! Wh","['Functional Complaint', 'Update Issue']",16.0,5.0,"January 7, 2020","['faff', 'music', 'library', 'pc', 'stupid steps', 'manually copying', 'sharing', 'file', 'app', 'good', 'days', 'll', 'open', 'f-ing phone internal storage', 'put', 'sodding folder', 'mp3', 'bloodly', 'wh']"
300,Tom Duckworth,Iv had vlc for years. It was a great app until they updated it. Now its very hard to navigate. Before it was all on one screen now it seems to be miles long and the screen only has a 2 inch view of if. Long term user...Mx player is now better.,['Functional Complaint'],210.0,1.0,"January 3, 2020","['iv', 'vlc', 'years', 'great app', 'updated', 'hard', 'navigate', 'screen', 'miles long', 'screen', '2 inch view', 'long term user', 'mx player']"
301,sean wells,The position of the subtitles should be independant of what the video size is . Like when i set the video to fit screen the subtitles go below the screen and only partially visible.. is there any option to change the position of the subtitles ? Cause if not maybe it would be a good thing.,['Functional Complaint'],5.0,2.0,"December 9, 2019","['position', 'subtitles', 'independant', 'video size', 'set', 'video', 'fit screen', 'subtitles', 'screen', 'partially visible', 'option', 'change', 'position', 'subtitles', 'good thing']"
302,Aniket Kumar Roy,Always been my fav player. But new updates mess things up sometimes.,"['Functional Complaint', 'Update Issue']",11.0,1.0,"January 3, 2020","['fav player', 'updates mess things']"
303,Sheikh Tatveel Tayyab,"The new version is broken on Nvidia Shield, you can play a few videos over SMB network, then you have to restart the Shield, otherwise all you get is a black screen. It used to work so well....","['Functional Complaint', 'Update Issue']",1.0,4.0,"February 1, 2020","['version', 'broken', 'nvidia shield', 'play', 'videos', 'smb network', 'restart', 'shield', 'black screen', 'work']"
304,Henrik Rydgård,"This app isn't perfect, you'll experience a few bugs in new updates. But where it gets better is the support of the developers. Whenever a bug is reported, an update will be already there fixing the problem. For this reason it deserves a 5 star rating.","['Functional Complaint', 'Update Issue']",5.0,4.0,"December 14, 2019","['app isn', 'perfect', 'll experience', 'bugs', 'updates', 'support', 'developers', 'bug', 'reported', 'update', 'fixing', 'problem', 'reason', 'deserves', '5 star rating']"
305,Hrishi Mdhi,"The fix stopped VLC from loading any videos on my android device. VLC says all directories are empty. They are not. It was working good before the fix. Now I have to search for the file I want to watch, then select VLC to play it. Not good.","['Functional Complaint', 'Update Issue']",26.0,1.0,"December 28, 2019","['fix stopped vlc', 'loading', 'videos', 'android device', 'vlc', 'directories', 'empty', 'working good', 'fix', 'search', 'file', 'watch', 'select vlc', 'play', 'good']"
306,Lester Martin,"What happened to VLC.? Before, it was one of the best media players out there. Now, it won't even scan my media folder properly, and new videos copied on my storage won't show on the videos list. That's sad.","['Functional Complaint', 'Update Issue']",31.0,5.0,"January 7, 2020","['happened', 'vlc', 'media players', 'won', 'scan', 'media folder properly', 'videos copied', 'storage won', 'show', 'videos list', 'sad']"
307,denmark eight,My favourite media player but the latest update really sucks. It totally messed up everything. Please bring back the feature that enables one delete a video from the app. Also the resume playback option doesn't work any more since the update. Wish I could give zero stars to this update.,"['Functional Complaint', 'Update Issue']",1.0,1.0,"January 25, 2020","['favourite media player', 'latest update', 'sucks', 'totally messed', 'bring back', 'feature', 'enables', 'delete', 'video', 'app', 'resume playback option doesn', 'work', 'update', 'give', 'stars', 'update']"
308,oge kanu,The app needs storage permission even though I just like to stream via DLNA.,"['Functional Complaint', 'Update Issue']",16.0,1.0,"December 10, 2019","['app', 'storage permission', 'stream', 'dlna']"
309,Bada Devant,"cool,but it doesn't download subtitles, would you pls fix this and also it sometimes do not show the thumbs of some videos",['Functional Complaint'],,1.0,"February 18, 2020","['cool', 'doesn', 'download subtitles', 'pls fix', 'show', 'thumbs', 'videos']"
310,Godfrey Paiton,What happened to the visual? Gooma would look awesome on my phone while my song plays. Why can't I change track names in the app? Why can't I add my own album art or gif to the song instead of looking at your orange striped driveway cone? that would be awesome. There are a 1000 music players yours s,"['Functional Complaint', 'Update Issue']",1.0,3.0,"February 4, 2020","['happened', 'visual', 'gooma', 'awesome', 'phone', 'song plays', 'change track names', 'app', 'add', 'album art', 'gif', 'song', 'orange striped driveway cone', 'awesome', '1000 music players']"
311,jkeboy,It was very amazing but this new update disrupted many functions. For instance now I can't download subtitles folders but in the old version I had no problem downloading subtitles. Now I regret updating to the latest version of the app.,"['Functional Complaint', 'Update Issue']",13.0,1.0,"December 5, 2019","['amazing', 'update disrupted', 'functions', 'instance', 'download subtitles folders', 'version', 'problem downloading subtitles', 'regret updating', 'latest version', 'app']"
312,Ugochukwu Ofoegbu,This was a very good app until the recent upgrade. Sadly it no longer plays when sharing from YouTube. I've uninstalled and reinstalled but still no joy. I'm on Android 9 and totally up to date. 5 stars when it worked.,"['Functional Complaint', 'Update Issue']",4.0,2.0,"December 15, 2019","['good app', 'recent upgrade', 'sadly', 'longer plays', 'sharing', 'youtube', 've uninstalled', 'reinstalled', 'joy', 'android 9', 'totally', 'date', '5 stars', 'worked']"
313,Mark Briggs,I love this app very much one of my best video players but pop-up is not working on my Tecno spark 2,"['Functional Complaint', 'Update Issue']",6.0,3.0,"December 19, 2019","['love', 'app', 'video players', 'pop-', 'working', 'tecno spark 2']"
314,Andy Emmanuel,There seem to be some issues with the subtitles in the latest update. It does not appear at the bottom but instead it is positioned at 14 of the screen. There are also artifacts around the subtitles that makes it annoying to read.,['Functional Complaint'],1.0,1.0,"February 4, 2020","['issues', 'subtitles', 'latest update', 'bottom', 'positioned', 'screen', 'artifacts', 'subtitles', 'makes', 'annoying', 'read']"
315,Maimai Campomanes,It is really annoying to change audio tracks and select subtitles on every single video separately. Another option for setting audio track and subtitle preference on Android should be there.,['Functional Complaint'],15.0,1.0,"December 31, 2019","['annoying', 'change audio tracks', 'select subtitles', 'single video separately', 'option', 'setting audio track', 'subtitle preference', 'android']"
316,KillerSpike 25,"Great app: open source, no ads, and plays everything. However, it should have the simple ability to rewind and fast forward by a set time (say 30 seconds). Using the slider is impossible to do this.",['Functional Complaint'],,4.0,"February 9, 2020","['great app', 'open source', 'ads', 'plays', 'simple ability', 'rewind', 'fast forward', 'set time', '30 seconds', 'slider', 'impossible']"
317,Glenn F,"After the latest update, VLC won't again my device and add any new media I have added to my phone. This app was always so great and worked flawlessly, now it almost useless. Playlists are deleted constantly. Please put things back to working order.","['Functional Complaint', 'Update Issue']",6.0,1.0,"January 5, 2020","['latest update', 'vlc won', 'device', 'add', 'media', 'added', 'phone', 'app', 'great', 'worked flawlessly', 'useless', 'playlists', 'deleted constantly', 'put things back', 'working order']"
318,Thaylen Sabre,it was working fine for me until updates happened in the last month or so and now my shows randomly get cut off at the opening and ending songs and the video feed is blurry when it wasn't before and subtitles randomly get disabled and it keeps adding extra minutes to my shows that don't exist meanin,['Functional Complaint'],5.0,3.0,"December 25, 2019","['working fine', 'updates happened', 'month', 'shows randomly', 'cut', 'opening', 'ending songs', 'video feed', 'blurry', 'wasn', 'subtitles randomly', 'disabled', 'adding extra minutes', 'shows', 'don', 'exist meanin']"
319,TempMoon,Very good app for music and videos across all platforms.,['Update Issue'],179.0,1.0,"December 31, 2019","['good app', 'music', 'videos', 'platforms']"
320,conrad clarke,"Mmmm it so amazing, very easy to use.now I can play anything I want to,thank you for making such a nice app like this.so lovely.keep it up.",['Functional Complaint'],6.0,1.0,"February 1, 2020","['mmmm', 'amazing', 'easy', 'play', 'making', 'nice app', 'lovely']"
321,Justice Ndlovu,I don't like the new update. First it deleted all of my settings. And then added all of the directories on my device so it was picking up things i didn't want. I thought i was just deleting the folder film VLCs list but in actuality VLC deleted all of the files on my device. Uggg.,['Functional Complaint'],,5.0,"February 15, 2020","['don', 'update', 'deleted', 'settings', 'added', 'directories', 'device', 'picking', 'things', 'didn', 'thought', 'deleting', 'folder film vlcs list', 'actuality vlc deleted', 'files', 'device', 'uggg']"
322,A Google user,"Update has taken away the 'play as audio' option. Multiple selections are multiplied further down the list as well; if I select the first two for instance, and scroll down, there are 4 or more videos that have been selected as well.",['Functional Complaint'],14.0,5.0,"December 6, 2019","['update', 'play', 'audio', 'option', 'multiple selections', 'multiplied', 'list', 'select', 'instance', 'scroll', 'videos', 'selected']"
323,S Freeland,"Will not play 1080p MKV files. It used to but will no longer do it. Pissed off because this used to be the only media player I needed. Everytime you update this app, it becomes less user friendly and more broken. Please fix this or I will be uninstalling VLC.","['Functional Complaint', 'Update Issue']",10.0,1.0,"December 5, 2019","['play 1080p mkv files', 'longer', 'pissed', 'media player', 'needed', 'everytime', 'update', 'app', 'user friendly', 'broken', 'fix', 'uninstalling vlc']"
324,Lady Zode,"It was better before , I can't delete any file if I wanted to , it's always on the landscape mode the autorotation didn't work on it , I don't why this is happening , but it was far far better before than now","['Functional Complaint', 'Update Issue']",22.0,2.0,"December 5, 2019","['delete', 'file', 'wanted', 'landscape mode', 'autorotation didn', 'work', 'don', 'happening']"
325,samrat majumdar,"Adjusting the subtitles in settings won't work. Having tried adjusting their size, color, adding background, making them bold, but none worked. They just stayed the same all the time.",['Functional Complaint'],14.0,1.0,"December 10, 2019","['adjusting', 'subtitles', 'settings won', 'work', 'adjusting', 'size', 'color', 'adding background', 'making', 'bold', 'worked', 'stayed', 'time']"
326,Steven Lii,Why I can't download subtitles? I click download but nothing happen. tell me y,['Functional Complaint'],2.0,2.0,"January 13, 2020","['download subtitles', 'click download', 'happen']"
327,Vieyaaa __,This new update has made the local network loads twice as slow as before making it the 2nd slowest loading next to the ps3. Update. It's actually 3 times slower than it use to be. BAD update. However it does look better.,"['Functional Complaint', 'Update Issue']",3.0,4.0,"February 1, 2020","['update', 'made', 'local network loads', 'slow', 'making', '2nd slowest loading', 'ps3', 'update', '3 times slower', 'bad update']"
328,Peter Greenacre,"The new upgrage version for Android TV does not filter the music from storage on Artist, Genre only on the folder classificarion like Album which used to be present in the previous version. A real inconvience to scroll through all album to find the required album. Even search doesnt filter. Very reg","['Functional Complaint', 'Update Issue']",5.0,2.0,"December 17, 2019","['upgrage version', 'android tv', 'filter', 'music', 'storage', 'artist', 'genre', 'folder classificarion', 'album', 'present', 'previous version', 'real inconvience', 'scroll', 'album', 'find', 'required album', 'search doesnt filter', 'reg']"
329,P G Monteiro,"When other apps fail to comprehend file formats? VLC works almost every time. Love it. Any chance of getting 3D side by sidetop and bottom support or the ability to playback non 3d format files in VR headsets for phones, though? That'd make VLC the PERFECT all-in-one media app!!",['Update Issue'],2.0,1.0,"December 18, 2019","['apps fail', 'comprehend file formats', 'vlc works', 'time', 'love', 'chance', '3d side', 'sidetop', 'bottom support', 'ability', 'playback', '3d format files', 'vr headsets', 'phones', 'make vlc', 'perfect all-in-', 'media app']"
330,Greg Juillerat,it's great but subtitles won't show up while casting to chromecast,['Functional Complaint'],7.0,1.0,"January 5, 2020","['great', 'subtitles won', 'show', 'casting', 'chromecast']"
331,John Montaintt,No longer can play youtube audio. Very disappointing.,['Functional Complaint'],,4.0,"February 2, 2020","['longer', 'play youtube audio', 'disappointing']"
332,Shane Liu,Online subtitle search not working.....also there is a very bad synchronisation with downloaded subtitle...i have to everytime manually do it..on other video player same working fine...last play video should be automatically play if i click bottom play button but not working... Android vlc not great,['Functional Complaint'],,3.0,"February 9, 2020","['online subtitle search', 'working', 'bad synchronisation', 'downloaded subtitle', 'everytime manually', 'video player', 'working fine', 'play video', 'automatically play', 'click bottom play button', 'working', 'android vlc', 'great']"
333,Bap p,"I've been using VLC for ages... Now you guys ruined it with the new UI updates! Now I need to click several times to change the screen sizeratio. Also, Where's the option to sort the grouped videos by date modified? It can only be sorted by name... sorry but 1 star from me until it is fixed!","['Functional Complaint', 'Update Issue']",12.0,1.0,"January 9, 2020","['ve', 'vlc', 'ages', 'guys ruined', 'ui updates', 'click', 'times', 'change', 'screen sizeratio', 'option', 'sort', 'grouped videos', 'date modified', 'sorted', '1 star', 'fixed']"
334,Irvan Fardani,You guys officially have the worst developers in the world. You put up an update as if it's going to solve all the previous problems and your update just adds more of them. The best feature of this app was playing videos as audio and now i have to open the video and make it play as audio which is su,['Functional Complaint'],11.0,3.0,"December 9, 2019","['guys officially', 'worst developers', 'world', 'put', 'update', 'solve', 'previous problems', 'update', 'adds', 'feature', 'app', 'playing videos', 'audio', 'open', 'video', 'make', 'play', 'audio', 'su']"
335,TheGoodOl'Days,"When casting you will either skip to the end or restart if you try to rewind. It's a bad experience. Even after pausing, going to the bathroom, then playing it restarts. Such a great computer app for a bad mobile app.",['Functional Complaint'],12.0,1.0,"December 5, 2019","['casting', 'skip', 'end', 'restart', 'rewind', 'bad experience', 'pausing', 'bathroom', 'playing', 'restarts', 'great computer app', 'bad mobile app']"
336,Seth Kirk,"I love the app, i use it on every device and pc i have, the latest update doesn't show my videos or saved playlists, i have over 300 videos on my device and i can only see 12, audio does not show up at all, please fix, this still exists in the latest update, samsung galaxy note 9","['Functional Complaint', 'Update Issue']",7.0,1.0,"January 12, 2020","['love', 'app', 'device', 'pc', 'latest update doesn', 'show', 'videos', 'saved playlists', '300 videos', 'device', 'audio', 'show', 'fix', 'exists', 'latest update', 'samsung galaxy note 9']"
337,Ashley Borgeest,"It's a good media player but the latest updates has messed up the experience. I just can't get the subtitles to download, they appear on the search, but they fail to download.","['Functional Complaint', 'Update Issue']",26.0,1.0,"December 28, 2019","['good media player', 'latest updates', 'messed', 'experience', 'subtitles', 'download', 'search', 'fail', 'download']"
338,Chinu Z,Great! This is the only app i know it can play videos from the internet and it works!!,['Functional Complaint'],5.0,2.0,"December 10, 2019","['great', 'app', 'play videos', 'internet', 'works']"
339,Codrut X,"Mostly ok, until TS. Files can't be played, found solution in the windows pc version, where it needs ffmpg something like that to be added in run app. Android ver. Still no solution. Same with MXplayer. Mi videos can run TS. Files but can't find here in playstore","['Functional Complaint', 'Update Issue']",2.0,2.0,"February 14, 2020","['ts', 'files', 'played', 'found solution', 'windows pc version', 'ffmpg', 'added', 'run app', 'android ver', 'solution', 'mxplayer', 'mi videos', 'run ts', 'files', 'find', 'playstore']"
340,Eduardo Malonzo III,"The app used to work fine. Now it doesn't load the videos right. If I delete a video, the title of the video is still there, but when I click it, goes to another video. Even refreshing the screen or reopening the app, this issue is still there",['Functional Complaint'],4.0,5.0,"December 17, 2019","['app', 'work fine', 'doesn', 'load', 'videos', 'delete', 'video', 'title', 'video', 'click', 'video', 'refreshing', 'screen', 'reopening', 'app', 'issue']"
341,Larissa Yasin Gonçalves Galuschka,This is so goddamn worst app. You guys even can't do normal support of this app. Casting from this app really worst experience. Icon cast from time to time just despairing and you are not able to cast videos from your smartphone to TV. Thank you so much for showing which app it's better to not use.,"['Functional Complaint', 'Update Issue']",11.0,3.0,"January 4, 2020","['goddamn worst app', 'guys', 'normal support', 'app', 'casting', 'app', 'worst experience', 'icon cast', 'time', 'time', 'despairing', 'cast videos', 'smartphone', 'tv', 'showing', 'app']"
342,Dmytro Kotelnikov,"This is the best media player on the planet! I've tried them all and nothing comes close to VLC. I have over 200gb of music on my phone's SD card and use VLC to play it, it's also one of just a few apps that actually works with Android auto.","['Functional Complaint', 'Update Issue']",13.0,3.0,"January 4, 2020","['media player', 'planet', 've', 'close', 'vlc', '200gb', 'music', 'phone', 'sd card', 'vlc', 'play', 'apps', 'works', 'android auto']"
343,Mike A,"SECOND UPDATE : To be fair, 1080p playback seems to work after restarting the phone, but sorting of media by  recently added works only in individual folders, NOT on the main media list. Sleep timer seems to also work correctly again :-)) Thank you.","['Functional Complaint', 'Update Issue']",27.0,1.0,"January 8, 2020","['update', 'fair', '1080p playback', 'work', 'restarting', 'phone', 'sorting', 'media', 'recently added works', 'individual folders', 'main media list', 'sleep timer', 'work correctly', '-']"
344,Demitry D,"What the hell is wrong with latest update, that while playing any video, audio is getting disturbed with a pause. Kindly get it fix because in previous version there was no such thing. Or just suggest me the way to degrade the version to the previous one.","['Functional Complaint', 'Update Issue']",27.0,5.0,"December 7, 2019","['hell', 'wrong', 'latest update', 'playing', 'video', 'audio', 'disturbed', 'pause', 'kindly', 'fix', 'previous version', 'thing', 'suggest', 'degrade', 'version', 'previous']"
345,waqar ali,Great video player. Don't like the new UI. The new update with filename scrolling make it very hard to look for a specific file especially when having a lot of long file names. I wish there's a way to disable the name scroll.,['Update Issue'],7.0,4.0,"December 7, 2019","['great video player', 'don', 'ui', 'update', 'filename scrolling make', 'hard', 'specific file', 'lot', 'long file names', 'disable', 'scroll']"
346,Kin Tang,"Good app. Good to have Chromecast support. Bug when trying to add song to playlist , tapping on the three dots moves the scroll bar and the song to be added is list from screen view. Fix this bug please and I will bump up the review to 5 stars",['Functional Complaint'],6.0,3.0,"December 5, 2019","['good app', 'good', 'chromecast support', 'bug', 'add song', 'playlist', 'tapping', 'dots moves', 'scroll bar', 'song', 'added', 'list', 'screen view', 'fix', 'bug', 'bump', 'review', '5 stars']"
347,Yuvraj Vedvyas,"After last update there is problem with resume of playing audio. I have an audiobook and when I pause it and try to resume it, it starts from beggining. After that I must search where I pause it. But it is one of my favourite player.",['Functional Complaint'],7.0,2.0,"January 4, 2020","['update', 'problem', 'resume', 'playing audio', 'audiobook', 'pause', 'resume', 'starts', 'beggining', 'search', 'pause', 'favourite player']"
348,Matej Varga,Local subtitle can't select When use url streaming link from seedr.cc and also fix local subtitle can't select in clone mode,"['Functional Complaint', 'Update Issue']",4.0,4.0,"January 10, 2020","['local subtitle', 'select', 'url streaming link', 'seedr', 'cc', 'fix local subtitle', 'select', 'clone mode']"
349,Hisyam Saidin,"Logical setup, plug&play every format ive ever used, and simple set up make this app the only player to handle all needs that anyone would ever need and thats considering i have abd use the free portion! Not sure how much better it can be with whatever fee option available.","['Functional Complaint', 'Update Issue']",4.0,3.0,"February 16, 2020","['logical setup', 'plug&play', 'format ive', 'simple set', 'make', 'app', 'player', 'handle', 'abd', 'free portion', 'fee option']"
350,millerhilife081,VLC blade any kind of format whether it is video or audio and never had a problem playing any formats. And it also has a very good wide spectrum sound equaliser so you can adjust any frequency you like.. User interface works very well and overall the player has lots of cool options and extra feature,"['Functional Complaint', 'Update Issue']",13.0,1.0,"December 24, 2019","['vlc blade', 'kind', 'format', 'video', 'audio', 'problem playing', 'formats', 'good wide spectrum sound equaliser', 'adjust', 'frequency', 'user interface works', 'player', 'lots', 'cool options', 'extra feature']"
351,JACO ODENDAAL,"the app is behaving oddly from past few days and not working as per actions done. swiping left isn't rewinding the scene and swiping forward is forwarding way too much content in one go.. have updated it but no use. using huawei mate 10 lite from more then a year, didn't received such issue previous",['Functional Complaint'],13.0,4.0,"December 23, 2019","['app', 'behaving oddly', 'past', 'days', 'working', 'actions', 'swiping left isn', 'rewinding', 'scene', 'swiping forward', 'forwarding', 'content', 'updated', 'huawei mate 10 lite', 'year', 'didn', 'received', 'issue previous']"
352,Humza Masood,"The latest update has honestly turn vlc into one of the worst video players ever, and vlc used to be the best. What the hell are you doing vlc developers? Just delete the update and roll it back to how it was.","['Functional Complaint', 'Update Issue']",11.0,5.0,"January 12, 2020","['latest update', 'honestly turn vlc', 'worst video players', 'vlc', 'hell', 'vlc developers', 'delete', 'update', 'roll', 'back']"
353,Muneeb Isaacs,VLC- the best way to do media on a tablet or phone. There is no better media player.,['Update Issue'],1.0,1.0,"January 30, 2020","['vlc-', 'media', 'tablet', 'phone', 'media player']"
354,Daniel Herkes,No longer plays audio in the background. Not sure why you guys decided to mess with a good thing. Edit - a day later and now it won't load most of my audio tracks. Going with a different app.,['Functional Complaint'],4.0,1.0,"February 4, 2020","['longer plays audio', 'background', 'guys decided', 'mess', 'good thing', 'edit', 'day', 'won', 'load', 'audio tracks', 'app']"
355,Ferber Merbidur,When connected to a Bluetooth device audio does not play until i tap several times for it to play☹️,['Functional Complaint'],2.0,5.0,"December 14, 2019","['connected', 'bluetooth device audio', 'play', 'tap', 'times', 'play☹️']"
356,Peter Asiro,This new version keeps breaking up anytime you are playing an audio,"['Functional Complaint', 'Update Issue']",1.0,1.0,"February 7, 2020","['version', 'breaking', 'anytime', 'playing', 'audio']"
357,David Adjetey-Anang,There's no marker  sign on video that i have watched. I should know how long duration that i have watched of each movie on video lists. Sometimes video can't continue from last minute that i have watched. I can't remember every movie that i have not finished. I need a clue  marker  sign.,['Functional Complaint'],1.0,3.0,"February 8, 2020","['marker  sign', 'video', 'watched', 'long duration', 'watched', 'movie', 'video lists', 'video', 'continue', 'minute', 'watched', 'remember', 'movie', 'finished', 'clue  marker  sign']"
358,M. Wiguna Saputra,"Much better than default mi video player, which was not working due to set restricted permissions by me.","['Functional Complaint', 'Update Issue']",7.0,4.0,"January 2, 2020","['default mi video player', 'working due', 'set restricted permissions']"
359,Тимофеев Дмитрий Global Silver,"All of a sudden when I stream from my NAS, it wants me to authenticate to every folderfile even if I choose to save the password. Not good. It was outstanding until then.",['Functional Complaint'],,3.0,"February 15, 2020","['sudden', 'stream', 'nas', 'authenticate', 'folderfile', 'choose', 'save', 'password', 'good', 'outstanding']"
360,Jarrett D,There is still no option for pop-up-window or picture-in-picture on android devices,['Update Issue'],3.0,5.0,"December 25, 2019","['option', 'pop-up-window', 'picture-in-picture', 'android devices']"
361,Frank Koome,I love VLC . I really do. However we got this new bug where the app crashes EVERYTIME I TRY TO DOWNLOAD A SUBTITLE and it annoys me because this feature is what made me love vlc for android even more when I first installed it anf now it's not working. 😭,['Functional Complaint'],2.0,1.0,"February 1, 2020","['love vlc', 'bug', 'app crashes everytime', 'download', 'subtitle', 'annoys', 'feature', 'made', 'love vlc', 'android', 'installed', 'anf', 'working', '😭']"
362,Charls Reyes,"VLC is by far the best app i have used in a while but I dont know why but each time i try to download a movie subtitle i doesnt work,till when i can get to download subs i will still just be giving it two stars",['Functional Complaint'],5.0,3.0,"December 15, 2019","['vlc', 'app', 'dont', 'time', 'download', 'movie subtitle', 'doesnt work', 'till', 'download subs', 'giving', 'stars']"
363,Edu Latifah,Love the app but the latest update screwed up everything for me. In video my files are all grouped up in list when I wanted it grid form and I didn't want to use unsorted videos cause that just makes it harder to find what I want to find.,['Functional Complaint'],,3.0,"February 3, 2020","['love', 'app', 'latest update screwed', 'video', 'files', 'grouped', 'list', 'wanted', 'grid form', 'didn', 'unsorted videos', 'makes', 'harder', 'find', 'find']"
364,Ken Cha,"VLC is the best video player by far! Thank you 5* EDIT: bug in new version, %% signs show everywhere when selecting Group videos by Folder in directory names. EDIT #2: I fixed it. I did this by going to Settings>Media Library Folders> and unckecking all video folders and then rechecking them :)","['Functional Complaint', 'Update Issue']",9.0,2.0,"December 5, 2019","['vlc', 'video player', '5* edit', 'bug', 'version', '%% signs show', 'selecting group videos', 'folder', 'directory names', 'edit #2', 'fixed', 'settings>media library folders>', 'unckecking', 'video folders', 'rechecking']"
365,A Google user,M4a files are detected with a lower length. 3 minute songs are shown to be 30 seconds long with a progress bar as long too. The complete song plays but going to a particular part in the track is not possible.,['Functional Complaint'],104.0,1.0,"December 5, 2019","['m4a files', 'detected', 'lower length', '3 minute songs', 'shown', '30 seconds long', 'progress bar', 'long', 'complete song plays', 'part', 'track']"
366,Ritesh Bokil,Please add a exit arrow while watching videos Otherwise this app is awesome!!..thank you..,['Functional Complaint'],5.0,5.0,"December 8, 2019","['add', 'exit arrow', 'watching videos', 'app', 'awesome']"
367,Manish Sharma,The latest update is a complete train wreck. I use it on my TV and for some reason in my networked directories it won't load any video that starts with a letter after G. The alphabet doesn't exist beyond G now.,['Functional Complaint'],1.0,1.0,"February 11, 2020","['latest update', 'complete train wreck', 'tv', 'reason', 'networked directories', 'won', 'load', 'video', 'starts', 'letter', 'alphabet doesn', 'exist']"
368,Robert Mott,"I've used VLC for PC for about a decade with barely any issues, but for the android.. constant! There are some very annoying bugs happening with this particular app, one of them messing with my playlists and forgetting them entirely...FIX PLEASE! THANK YOU!!","['Functional Complaint', 'Update Issue']",7.0,5.0,"December 18, 2019","['ve', 'vlc', 'pc', 'decade', 'barely', 'issues', 'android', 'constant', 'annoying bugs happening', 'app', 'messing', 'playlists', 'forgetting', 'fix']"
369,Emily123,It always cuts off the end of tracks abruptly. The casting feature has no way to adjust the volume which is far too loud by default. Otherwise it could be a good app.,"['Functional Complaint', 'Update Issue']",11.0,1.0,"January 1, 2020","['cuts', 'end', 'tracks abruptly', 'casting feature', 'adjust', 'volume', 'loud', 'default', 'good app']"
370,Martyn Andrean,"I love the app most of the time, but it decides to parse music for no reason and while it's doing that you can't really do anything with it! 3 times in a week most recently! Aside from that though, it is very versatile and easy to use.",['Functional Complaint'],3.0,1.0,"December 22, 2019","['love', 'app', 'time', 'decides', 'parse music', 'reason', '3 times', 'week', 'recently', 'versatile', 'easy']"
371,Dan Thompson,"Very useful can access pc via samba. But whenever i click on pause on the video interface, the interface immediately disappears. And the video interface is not so fast like in mx player. I request you to show the interface for some seconds whether click on play or pause.",['Functional Complaint'],26.0,2.0,"January 4, 2020","['access pc', 'samba', 'click', 'pause', 'video interface', 'interface immediately disappears', 'video interface', 'fast', 'mx player', 'request', 'show', 'interface', 'seconds', 'click', 'play', 'pause']"
372,Dipendra Ranamagar,My main use for VlC is to cast my videos to my Chromecast. It is very buggy and frustrating to use. The main presentation of your videos is also very frustrating with some videos grouped into folders while others will be just lined up one after the other,"['Functional Complaint', 'Update Issue']",32.0,4.0,"December 27, 2019","['main', 'vlc', 'cast', 'videos', 'chromecast', 'buggy', 'frustrating', 'main presentation', 'videos', 'frustrating', 'videos grouped', 'folders', 'lined']"
